Core,Senior,GLT,GPR,GHP,GRD,GLGN,SI,WI,GFL,CSC,MAT
"MAT150,MAT151,CSC130,CSC250,CSC230,CSC350,CSC261,CSC330,CSC553,CSC340,CSC339,CSC562,CSC471,MAT191,PHI222,MAT292,CHE111,CHE112,CHE114,CHE115,BIO111",CSC490,2,1,1,2,4,1,2,"FRE101,FRE102,FRE203,FRE204",4,"MAT293,MAT310,MAT390"
